timestamp,Data Point,980-data
2023-09-22 22:47:15,842,138
2023-09-22 22:47:16,835,145
2023-09-22 22:47:17,838,142
2023-09-22 22:47:18,842,138
2023-09-22 22:47:19,838,142
2023-09-22 22:47:20,848,132
2023-09-22 22:47:21,854,126
2023-09-22 22:47:22,850,130
2023-09-22 22:47:23,858,122
2023-09-22 22:47:24,855,125
2023-09-22 22:47:25,855,125
2023-09-22 22:47:26,862,118
2023-09-22 22:47:27,857,123
2023-09-22 22:47:28,862,118
2023-09-22 22:47:29,864,116
2023-09-22 22:47:30,862,118
2023-09-22 22:47:31,862,118
2023-09-22 22:47:32,869,111
2023-09-22 22:47:33,865,115
2023-09-22 22:47:34,868,112
2023-09-22 22:47:35,869,111
2023-09-22 22:47:36,865,115
2023-09-22 22:47:37,859,121
2023-09-22 22:47:38,859,121
2023-09-22 22:47:39,861,119
2023-09-22 22:47:40,861,119
2023-09-22 22:47:41,859,121
2023-09-22 22:47:42,857,123
2023-09-22 22:47:43,849,131
2023-09-22 22:47:44,841,139
2023-09-22 22:47:45,831,149
2023-09-22 22:47:46,835,145
2023-09-22 22:47:47,825,155
2023-09-22 22:47:48,820,160
2023-09-22 22:47:49,814,166
2023-09-22 22:47:50,822,158
2023-09-22 22:47:51,815,165
2023-09-22 22:47:52,815,165
2023-09-22 22:47:53,809,171
2023-09-22 22:47:54,807,173
2023-09-22 22:47:55,803,177
2023-09-22 22:47:56,801,179
2023-09-22 22:47:57,796,184
2023-09-22 22:47:58,789,191
2023-09-22 22:47:59,779,201
2023-09-22 22:48:00,779,201
2023-09-22 22:48:01,787,193
2023-09-22 22:48:02,778,202
2023-09-22 22:48:03,775,205
2023-09-22 22:48:04,769,211
2023-09-22 22:48:05,777,203
2023-09-22 22:48:06,768,212
2023-09-22 22:48:07,766,214
2023-09-22 22:48:08,765,215
2023-09-22 22:48:09,762,218
2023-09-22 22:48:10,770,210
2023-09-22 22:48:11,777,203
2023-09-22 22:48:12,770,210
2023-09-22 22:48:13,769,211
2023-09-22 22:48:14,769,211
2023-09-22 22:48:15,763,217
2023-09-22 22:48:16,753,227
2023-09-22 22:48:17,763,217
2023-09-22 22:48:18,767,213
2023-09-22 22:48:19,761,219
2023-09-22 22:48:20,759,221
2023-09-22 22:48:21,762,218
2023-09-22 22:48:22,769,211
2023-09-22 22:48:23,772,208
2023-09-22 22:48:24,765,215
2023-09-22 22:48:25,771,209
2023-09-22 22:48:26,770,210
2023-09-22 22:48:27,780,200
2023-09-22 22:48:28,771,209
2023-09-22 22:48:29,773,207
2023-09-22 22:48:30,780,200
2023-09-22 22:48:31,772,208
2023-09-22 22:48:32,774,206
2023-09-22 22:48:33,766,214
2023-09-22 22:48:34,766,214
2023-09-22 22:48:35,757,223
2023-09-22 22:48:36,757,223
2023-09-22 22:48:37,748,232
2023-09-22 22:48:38,744,236
2023-09-22 22:48:39,754,226
2023-09-22 22:48:40,763,217
2023-09-22 22:48:41,762,218
2023-09-22 22:48:42,754,226
2023-09-22 22:48:43,755,225
2023-09-22 22:48:44,752,228
2023-09-22 22:48:45,749,231
2023-09-22 22:48:46,750,230
2023-09-22 22:48:47,753,227
2023-09-22 22:48:48,743,237
2023-09-22 22:48:49,753,227
2023-09-22 22:48:50,745,235
2023-09-22 22:48:51,752,228
2023-09-22 22:48:52,751,229
2023-09-22 22:48:53,753,227
2023-09-22 22:48:54,751,229
2023-09-22 22:48:55,759,221
2023-09-22 22:48:56,762,218
2023-09-22 22:48:57,756,224
2023-09-22 22:48:58,752,228
2023-09-22 22:48:59,753,227
2023-09-22 22:49:00,743,237
2023-09-22 22:49:01,739,241
2023-09-22 22:49:02,733,247
2023-09-22 22:49:03,734,246
2023-09-22 22:49:04,734,246
2023-09-22 22:49:05,732,248
2023-09-22 22:49:06,722,258
2023-09-22 22:49:07,713,267
2023-09-22 22:49:08,711,269
2023-09-22 22:49:09,717,263
2023-09-22 22:49:10,725,255
2023-09-22 22:49:11,718,262
2023-09-22 22:49:12,721,259
2023-09-22 22:49:13,714,266
2023-09-22 22:49:14,710,270
2023-09-22 22:49:15,709,271
2023-09-22 22:49:16,706,274
2023-09-22 22:49:17,701,279
2023-09-22 22:49:18,702,278
2023-09-22 22:49:19,701,279
2023-09-22 22:49:20,702,278
2023-09-22 22:49:21,708,272
2023-09-22 22:49:22,707,273
2023-09-22 22:49:23,710,270
2023-09-22 22:49:24,714,266
2023-09-22 22:49:25,720,260
2023-09-22 22:49:26,728,252
2023-09-22 22:49:27,727,253
2023-09-22 22:49:28,718,262
2023-09-22 22:49:29,726,254
2023-09-22 22:49:30,729,251
2023-09-22 22:49:31,735,245
2023-09-22 22:49:32,726,254
2023-09-22 22:49:33,719,261
2023-09-22 22:49:34,712,268
2023-09-22 22:49:35,703,277
2023-09-22 22:49:36,695,285
2023-09-22 22:49:37,689,291
2023-09-22 22:49:38,683,297
2023-09-22 22:49:39,683,297
2023-09-22 22:49:40,690,290
2023-09-22 22:49:41,691,289
2023-09-22 22:49:42,695,285
2023-09-22 22:49:43,705,275
2023-09-22 22:49:44,702,278
2023-09-22 22:49:45,712,268
2023-09-22 22:49:46,709,271
2023-09-22 22:49:47,705,275
2023-09-22 22:49:48,707,273
2023-09-22 22:49:49,717,263
2023-09-22 22:49:50,726,254
2023-09-22 22:49:51,731,249
2023-09-22 22:49:52,738,242
2023-09-22 22:49:53,733,247
2023-09-22 22:49:54,726,254
2023-09-22 22:49:55,716,264
2023-09-22 22:49:56,724,256
2023-09-22 22:49:57,714,266
2023-09-22 22:49:58,716,264
2023-09-22 22:49:59,707,273
2023-09-22 22:50:00,700,280
2023-09-22 22:50:01,704,276
2023-09-22 22:50:02,710,270
2023-09-22 22:50:03,714,266
2023-09-22 22:50:04,714,266
2023-09-22 22:50:05,722,258
2023-09-22 22:50:06,722,258
2023-09-22 22:50:07,724,256
2023-09-22 22:50:08,730,250
2023-09-22 22:50:09,727,253
2023-09-22 22:50:10,730,250
2023-09-22 22:50:11,734,246
2023-09-22 22:50:12,727,253
2023-09-22 22:50:13,717,263
2023-09-22 22:50:14,708,272
2023-09-22 22:50:15,704,276
2023-09-22 22:50:16,707,273
2023-09-22 22:50:17,709,271
2023-09-22 22:50:18,716,264
2023-09-22 22:50:19,717,263
2023-09-22 22:50:20,725,255
2023-09-22 22:50:21,719,261
2023-09-22 22:50:22,718,262
2023-09-22 22:50:23,713,267
2023-09-22 22:50:24,722,258
2023-09-22 22:50:25,729,251
2023-09-22 22:50:26,725,255
2023-09-22 22:50:27,727,253
2023-09-22 22:50:28,721,259
2023-09-22 22:50:29,730,250
2023-09-22 22:50:30,733,247
2023-09-22 22:50:31,742,238
2023-09-22 22:50:32,749,231
2023-09-22 22:50:33,753,227
2023-09-22 22:50:34,743,237
2023-09-22 22:50:35,743,237
2023-09-22 22:50:36,750,230
2023-09-22 22:50:37,740,240
2023-09-22 22:50:38,740,240
2023-09-22 22:50:39,731,249
2023-09-22 22:50:40,724,256
2023-09-22 22:50:41,722,258
2023-09-22 22:50:42,717,263
2023-09-22 22:50:43,726,254
2023-09-22 22:50:44,725,255
2023-09-22 22:50:45,717,263
2023-09-22 22:50:46,707,273
2023-09-22 22:50:47,710,270
2023-09-22 22:50:48,718,262
2023-09-22 22:50:49,721,259
2023-09-22 22:50:50,727,253
2023-09-22 22:50:51,736,244
2023-09-22 22:50:52,728,252
2023-09-22 22:50:53,733,247
2023-09-22 22:50:54,726,254
2023-09-22 22:50:55,728,252
2023-09-22 22:50:56,736,244
2023-09-22 22:50:57,734,246
2023-09-22 22:50:58,739,241
2023-09-22 22:50:59,738,242
2023-09-22 22:51:00,745,235
2023-09-22 22:51:01,745,235
2023-09-22 22:51:02,749,231
2023-09-22 22:51:03,755,225
2023-09-22 22:51:04,752,228
2023-09-22 22:51:05,744,236
2023-09-22 22:51:06,748,232
2023-09-22 22:51:07,758,222
2023-09-22 22:51:08,761,219
2023-09-22 22:51:09,753,227
2023-09-22 22:51:10,751,229
2023-09-22 22:51:11,753,227
2023-09-22 22:51:12,743,237
2023-09-22 22:51:13,745,235
2023-09-22 22:51:14,743,237
2023-09-22 22:51:15,734,246
2023-09-22 22:51:16,732,248
2023-09-22 22:51:17,727,253
2023-09-22 22:51:18,732,248
2023-09-22 22:51:19,739,241
2023-09-22 22:51:20,731,249
2023-09-22 22:51:21,733,247
2023-09-22 22:51:22,737,243
2023-09-22 22:51:23,728,252
2023-09-22 22:51:24,719,261
2023-09-22 22:51:25,726,254
2023-09-22 22:51:26,736,244
2023-09-22 22:51:27,733,247
2023-09-22 22:51:28,723,257
2023-09-22 22:51:29,724,256
2023-09-22 22:51:30,722,258
2023-09-22 22:51:31,719,261
2023-09-22 22:51:32,720,260
2023-09-22 22:51:33,726,254
2023-09-22 22:51:34,733,247
2023-09-22 22:51:35,736,244
2023-09-22 22:51:36,740,240
2023-09-22 22:51:37,734,246
2023-09-22 22:51:38,729,251
2023-09-22 22:51:39,728,252
2023-09-22 22:51:40,737,243
2023-09-22 22:51:41,747,233
2023-09-22 22:51:42,747,233
2023-09-22 22:51:43,739,241
2023-09-22 22:51:44,733,247
2023-09-22 22:51:45,736,244
2023-09-22 22:51:46,743,237
2023-09-22 22:51:47,745,235
2023-09-22 22:51:48,743,237
2023-09-22 22:51:49,742,238
2023-09-22 22:51:50,740,240
2023-09-22 22:51:51,742,238
2023-09-22 22:51:52,732,248
2023-09-22 22:51:53,726,254
2023-09-22 22:51:54,730,250
2023-09-22 22:51:55,726,254
2023-09-22 22:51:56,727,253
2023-09-22 22:51:57,719,261
2023-09-22 22:51:58,709,271
2023-09-22 22:51:59,716,264
2023-09-22 22:52:00,726,254
2023-09-22 22:52:01,726,254
2023-09-22 22:52:02,717,263
2023-09-22 22:52:03,712,268
2023-09-22 22:52:04,713,267
2023-09-22 22:52:05,715,265
2023-09-22 22:52:06,708,272
2023-09-22 22:52:07,700,280
2023-09-22 22:52:08,699,281
2023-09-22 22:52:09,701,279
2023-09-22 22:52:10,693,287
2023-09-22 22:52:11,687,293
2023-09-22 22:52:12,677,303
2023-09-22 22:52:13,678,302
2023-09-22 22:52:14,668,312
2023-09-22 22:52:15,675,305
2023-09-22 22:52:16,666,314
2023-09-22 22:52:17,670,310
2023-09-22 22:52:18,673,307
2023-09-22 22:52:19,677,303
2023-09-22 22:52:20,684,296
2023-09-22 22:52:21,684,296
2023-09-22 22:52:22,691,289
2023-09-22 22:52:23,696,284
2023-09-22 22:52:24,702,278
2023-09-22 22:52:25,692,288
2023-09-22 22:52:26,700,280
2023-09-22 22:52:27,708,272
2023-09-22 22:52:28,715,265
2023-09-22 22:52:29,724,256
2023-09-22 22:52:30,730,250
2023-09-22 22:52:31,726,254
2023-09-22 22:52:32,721,259
2023-09-22 22:52:33,711,269
2023-09-22 22:52:34,714,266
2023-09-22 22:52:35,724,256
2023-09-22 22:52:36,715,265
2023-09-22 22:52:37,708,272
2023-09-22 22:52:38,704,276
2023-09-22 22:52:39,706,274
2023-09-22 22:52:40,705,275
2023-09-22 22:52:41,712,268
2023-09-22 22:52:42,707,273
2023-09-22 22:52:43,711,269
2023-09-22 22:52:44,702,278
2023-09-22 22:52:45,692,288
2023-09-22 22:52:46,693,287
2023-09-22 22:52:47,688,292
2023-09-22 22:52:48,694,286
2023-09-22 22:52:49,689,291
2023-09-22 22:52:50,692,288
2023-09-22 22:52:51,691,289
2023-09-22 22:52:52,699,281
2023-09-22 22:52:53,705,275
2023-09-22 22:52:54,715,265
2023-09-22 22:52:55,722,258
2023-09-22 22:52:56,724,256
2023-09-22 22:52:57,734,246
2023-09-22 22:52:58,738,242
2023-09-22 22:52:59,732,248
2023-09-22 22:53:00,740,240
2023-09-22 22:53:01,747,233
2023-09-22 22:53:02,752,228
2023-09-22 22:53:03,762,218
2023-09-22 22:53:04,752,228
2023-09-22 22:53:05,747,233
2023-09-22 22:53:06,745,235
2023-09-22 22:53:07,751,229
2023-09-22 22:53:08,747,233
2023-09-22 22:53:09,743,237
2023-09-22 22:53:10,737,243
2023-09-22 22:53:11,736,244
2023-09-22 22:53:12,745,235
2023-09-22 22:53:13,752,228
2023-09-22 22:53:14,744,236
2023-09-22 22:53:15,738,242
2023-09-22 22:53:16,729,251
2023-09-22 22:53:17,726,254
2023-09-22 22:53:18,730,250
2023-09-22 22:53:19,735,245
2023-09-22 22:53:20,738,242
2023-09-22 22:53:21,733,247
2023-09-22 22:53:22,727,253
2023-09-22 22:53:23,737,243
2023-09-22 22:53:24,747,233
2023-09-22 22:53:25,750,230
2023-09-22 22:53:26,742,238
2023-09-22 22:53:27,751,229
2023-09-22 22:53:28,748,232
2023-09-22 22:53:29,757,223
2023-09-22 22:53:30,749,231
2023-09-22 22:53:31,755,225
2023-09-22 22:53:32,750,230
2023-09-22 22:53:33,752,228
2023-09-22 22:53:34,759,221
2023-09-22 22:53:35,752,228
2023-09-22 22:53:36,749,231
2023-09-22 22:53:37,754,226
2023-09-22 22:53:38,745,235
2023-09-22 22:53:39,753,227
2023-09-22 22:53:40,757,223
2023-09-22 22:53:41,758,222
2023-09-22 22:53:42,751,229
2023-09-22 22:53:43,749,231
2023-09-22 22:53:44,752,228
2023-09-22 22:53:45,748,232
2023-09-22 22:53:46,754,226
2023-09-22 22:53:47,749,231
2023-09-22 22:53:48,749,231
2023-09-22 22:53:49,755,225
2023-09-22 22:53:50,746,234
2023-09-22 22:53:51,744,236
2023-09-22 22:53:52,750,230
2023-09-22 22:53:53,747,233
2023-09-22 22:53:54,752,228
2023-09-22 22:53:55,757,223
2023-09-22 22:53:56,755,225
2023-09-22 22:53:57,757,223
2023-09-22 22:53:58,759,221
2023-09-22 22:53:59,760,220
2023-09-22 22:54:00,755,225
2023-09-22 22:54:01,746,234
2023-09-22 22:54:02,747,233
2023-09-22 22:54:03,740,240
2023-09-22 22:54:04,743,237
2023-09-22 22:54:05,743,237
2023-09-22 22:54:06,739,241
2023-09-22 22:54:07,747,233
2023-09-22 22:54:08,745,235
2023-09-22 22:54:09,741,239
2023-09-22 22:54:10,744,236
2023-09-22 22:54:11,734,246
2023-09-22 22:54:12,726,254
2023-09-22 22:54:13,729,251
2023-09-22 22:54:14,737,243
2023-09-22 22:54:15,733,247
2023-09-22 22:54:16,738,242
2023-09-22 22:54:17,733,247
2023-09-22 22:54:18,738,242
2023-09-22 22:54:19,742,238
2023-09-22 22:54:20,743,237
2023-09-22 22:54:21,745,235
2023-09-22 22:54:22,750,230
2023-09-22 22:54:23,741,239
2023-09-22 22:54:24,742,238
2023-09-22 22:54:25,743,237
2023-09-22 22:54:26,745,235
2023-09-22 22:54:27,751,229
2023-09-22 22:54:28,744,236
2023-09-22 22:54:29,740,240
2023-09-22 22:54:30,742,238
2023-09-22 22:54:31,748,232
2023-09-22 22:54:32,758,222
2023-09-22 22:54:33,768,212
2023-09-22 22:54:34,759,221
2023-09-22 22:54:35,769,211
2023-09-22 22:54:36,762,218
2023-09-22 22:54:37,763,217
2023-09-22 22:54:38,761,219
2023-09-22 22:54:39,762,218
2023-09-22 22:54:40,772,208
2023-09-22 22:54:41,776,204
2023-09-22 22:54:42,777,203
2023-09-22 22:54:43,779,201
2023-09-22 22:54:44,789,191
2023-09-22 22:54:45,788,192
2023-09-22 22:54:46,788,192
2023-09-22 22:54:47,797,183
2023-09-22 22:54:48,798,182
2023-09-22 22:54:49,801,179
2023-09-22 22:54:50,807,173
2023-09-22 22:54:51,812,168
2023-09-22 22:54:52,813,167
2023-09-22 22:54:53,819,161
2023-09-22 22:54:54,814,166
2023-09-22 22:54:55,808,172
2023-09-22 22:54:56,803,177
2023-09-22 22:54:57,806,174
2023-09-22 22:54:58,816,164
2023-09-22 22:54:59,808,172
2023-09-22 22:55:00,804,176
2023-09-22 22:55:01,811,169
2023-09-22 22:55:02,818,162
2023-09-22 22:55:03,812,168
2023-09-22 22:55:04,822,158
2023-09-22 22:55:05,814,166
2023-09-22 22:55:06,816,164
2023-09-22 22:55:07,817,163
2023-09-22 22:55:08,826,154
2023-09-22 22:55:09,816,164
2023-09-22 22:55:10,810,170
2023-09-22 22:55:11,812,168
2023-09-22 22:55:12,810,170
2023-09-22 22:55:13,811,169
2023-09-22 22:55:14,812,168
2023-09-22 22:55:15,804,176
2023-09-22 22:55:16,813,167
2023-09-22 22:55:17,806,174
2023-09-22 22:55:18,804,176
2023-09-22 22:55:19,802,178
2023-09-22 22:55:20,795,185
2023-09-22 22:55:21,805,175
2023-09-22 22:55:22,799,181
2023-09-22 22:55:23,805,175
2023-09-22 22:55:24,795,185
2023-09-22 22:55:25,801,179
2023-09-22 22:55:26,811,169
2023-09-22 22:55:27,802,178
2023-09-22 22:55:28,804,176
2023-09-22 22:55:29,806,174
2023-09-22 22:55:30,804,176
2023-09-22 22:55:31,812,168
2023-09-22 22:55:32,820,160
2023-09-22 22:55:33,811,169
2023-09-22 22:55:34,813,167
2023-09-22 22:55:35,822,158
2023-09-22 22:55:36,822,158
2023-09-22 22:55:37,812,168
2023-09-22 22:55:38,814,166
2023-09-22 22:55:39,813,167
2023-09-22 22:55:40,819,161
2023-09-22 22:55:41,827,153
2023-09-22 22:55:42,830,150
2023-09-22 22:55:43,833,147
2023-09-22 22:55:44,834,146
2023-09-22 22:55:45,839,141
2023-09-22 22:55:46,838,142
2023-09-22 22:55:47,839,141
2023-09-22 22:55:48,846,134
2023-09-22 22:55:49,848,132
2023-09-22 22:55:50,850,130
2023-09-22 22:55:51,851,129
2023-09-22 22:55:52,849,131
2023-09-22 22:55:53,841,139
2023-09-22 22:55:54,840,140
2023-09-22 22:55:55,837,143
2023-09-22 22:55:56,837,143
2023-09-22 22:55:57,836,144
2023-09-22 22:55:58,846,134
2023-09-22 22:55:59,855,125
2023-09-22 22:56:00,849,131
2023-09-22 22:56:01,849,131
2023-09-22 22:56:02,848,132
2023-09-22 22:56:03,857,123
2023-09-22 22:56:04,867,113
2023-09-22 22:56:05,876,104
2023-09-22 22:56:06,867,113
2023-09-22 22:56:07,868,112
2023-09-22 22:56:08,865,115
2023-09-22 22:56:09,867,113
2023-09-22 22:56:10,858,122
2023-09-22 22:56:11,857,123
2023-09-22 22:56:12,860,120
2023-09-22 22:56:13,851,129
2023-09-22 22:56:14,854,126
2023-09-22 22:56:15,847,133
2023-09-22 22:56:16,844,136
2023-09-22 22:56:17,853,127
2023-09-22 22:56:18,860,120
2023-09-22 22:56:19,853,127
2023-09-22 22:56:20,847,133
2023-09-22 22:56:21,842,138
2023-09-22 22:56:22,851,129
2023-09-22 22:56:23,848,132
2023-09-22 22:56:24,841,139
2023-09-22 22:56:25,834,146
2023-09-22 22:56:26,837,143
2023-09-22 22:56:27,846,134
2023-09-22 22:56:28,837,143
2023-09-22 22:56:29,838,142
2023-09-22 22:56:30,846,134
2023-09-22 22:56:31,847,133
2023-09-22 22:56:32,849,131
2023-09-22 22:56:33,839,141
2023-09-22 22:56:34,834,146
2023-09-22 22:56:35,825,155
2023-09-22 22:56:36,829,151
2023-09-22 22:56:37,835,145
2023-09-22 22:56:38,840,140
2023-09-22 22:56:39,836,144
2023-09-22 22:56:40,827,153
2023-09-22 22:56:41,826,154
2023-09-22 22:56:42,826,154
2023-09-22 22:56:43,820,160
2023-09-22 22:56:44,819,161
2023-09-22 22:56:45,818,162
2023-09-22 22:56:46,816,164
2023-09-22 22:56:47,814,166
2023-09-22 22:56:48,807,173
2023-09-22 22:56:49,809,171
2023-09-22 22:56:50,806,174
2023-09-22 22:56:51,811,169
2023-09-22 22:56:52,802,178
2023-09-22 22:56:53,812,168
2023-09-22 22:56:54,805,175
2023-09-22 22:56:55,803,177
2023-09-22 22:56:56,811,169
2023-09-22 22:56:57,811,169
2023-09-22 22:56:58,806,174
2023-09-22 22:56:59,812,168
2023-09-22 22:57:00,808,172
2023-09-22 22:57:01,812,168
2023-09-22 22:57:02,811,169
2023-09-22 22:57:03,801,179
2023-09-22 22:57:04,808,172
2023-09-22 22:57:05,808,172
2023-09-22 22:57:06,810,170
2023-09-22 22:57:07,817,163
2023-09-22 22:57:08,810,170
2023-09-22 22:57:09,813,167
2023-09-22 22:57:10,822,158
2023-09-22 22:57:11,813,167
2023-09-22 22:57:12,805,175
2023-09-22 22:57:13,796,184
2023-09-22 22:57:14,794,186
2023-09-22 22:57:15,784,196
2023-09-22 22:57:16,774,206
2023-09-22 22:57:17,782,198
2023-09-22 22:57:18,792,188
2023-09-22 22:57:19,802,178
2023-09-22 22:57:20,811,169
2023-09-22 22:57:21,809,171
2023-09-22 22:57:22,802,178
2023-09-22 22:57:23,807,173
2023-09-22 22:57:24,806,174
2023-09-22 22:57:25,803,177
2023-09-22 22:57:26,805,175
2023-09-22 22:57:27,813,167
2023-09-22 22:57:28,821,159
2023-09-22 22:57:29,821,159
2023-09-22 22:57:30,811,169
2023-09-22 22:57:31,815,165
2023-09-22 22:57:32,820,160
2023-09-22 22:57:33,813,167
2023-09-22 22:57:34,822,158
2023-09-22 22:57:35,821,159
2023-09-22 22:57:36,817,163
2023-09-22 22:57:37,822,158
2023-09-22 22:57:38,819,161
2023-09-22 22:57:39,809,171
2023-09-22 22:57:40,805,175
2023-09-22 22:57:41,810,170
2023-09-22 22:57:42,800,180
2023-09-22 22:57:43,802,178
2023-09-22 22:57:44,803,177
2023-09-22 22:57:45,794,186
2023-09-22 22:57:46,793,187
2023-09-22 22:57:47,783,197
2023-09-22 22:57:48,790,190
2023-09-22 22:57:49,796,184
2023-09-22 22:57:50,805,175
2023-09-22 22:57:51,807,173
2023-09-22 22:57:52,804,176
2023-09-22 22:57:53,798,182
2023-09-22 22:57:54,794,186
2023-09-22 22:57:55,788,192
2023-09-22 22:57:56,778,202
2023-09-22 22:57:57,776,204
2023-09-22 22:57:58,785,195
2023-09-22 22:57:59,789,191
2023-09-22 22:58:00,787,193
2023-09-22 22:58:01,796,184
2023-09-22 22:58:02,799,181
2023-09-22 22:58:03,800,180
2023-09-22 22:58:04,807,173
2023-09-22 22:58:05,813,167
2023-09-22 22:58:06,821,159
2023-09-22 22:58:07,828,152
2023-09-22 22:58:08,821,159
2023-09-22 22:58:09,828,152
2023-09-22 22:58:10,828,152
2023-09-22 22:58:11,819,161
2023-09-22 22:58:12,811,169
2023-09-22 22:58:13,811,169
2023-09-22 22:58:14,802,178
2023-09-22 22:58:15,811,169
2023-09-22 22:58:16,820,160
2023-09-22 22:58:17,820,160
2023-09-22 22:58:18,810,170
2023-09-22 22:58:19,819,161
2023-09-22 22:58:20,818,162
2023-09-22 22:58:21,821,159
2023-09-22 22:58:22,814,166
2023-09-22 22:58:23,809,171
2023-09-22 22:58:24,814,166
2023-09-22 22:58:25,821,159
2023-09-22 22:58:26,820,160
2023-09-22 22:58:27,817,163
2023-09-22 22:58:28,819,161
2023-09-22 22:58:29,823,157
2023-09-22 22:58:30,822,158
2023-09-22 22:58:31,812,168
2023-09-22 22:58:32,818,162
2023-09-22 22:58:33,814,166
2023-09-22 22:58:34,821,159
2023-09-22 22:58:35,830,150
2023-09-22 22:58:36,840,140
2023-09-22 22:58:37,850,130
2023-09-22 22:58:38,857,123
2023-09-22 22:58:39,848,132
2023-09-22 22:58:40,857,123
2023-09-22 22:58:41,857,123
2023-09-22 22:58:42,856,124
2023-09-22 22:58:43,862,118
2023-09-22 22:58:44,868,112
2023-09-22 22:58:45,870,110
2023-09-22 22:58:46,866,114
2023-09-22 22:58:47,861,119
2023-09-22 22:58:48,856,124
2023-09-22 22:58:49,854,126
2023-09-22 22:58:50,851,129
2023-09-22 22:58:51,847,133
2023-09-22 22:58:52,846,134
2023-09-22 22:58:53,840,140
2023-09-22 22:58:54,847,133
2023-09-22 22:58:55,852,128
2023-09-22 22:58:56,860,120
2023-09-22 22:58:57,855,125
2023-09-22 22:58:58,865,115
2023-09-22 22:58:59,865,115
2023-09-22 22:59:00,860,120
2023-09-22 22:59:01,853,127
2023-09-22 22:59:02,859,121
2023-09-22 22:59:03,864,116
2023-09-22 22:59:04,861,119
2023-09-22 22:59:05,865,115
2023-09-22 22:59:06,872,108
2023-09-22 22:59:07,864,116
2023-09-22 22:59:08,874,106
2023-09-22 22:59:09,866,114
2023-09-22 22:59:10,857,123
2023-09-22 22:59:11,864,116
2023-09-22 22:59:12,860,120
2023-09-22 22:59:13,853,127
2023-09-22 22:59:14,849,131
2023-09-22 22:59:15,841,139
2023-09-22 22:59:16,850,130
2023-09-22 22:59:17,860,120
2023-09-22 22:59:18,850,130
2023-09-22 22:59:19,847,133
2023-09-22 22:59:20,856,124
2023-09-22 22:59:21,863,117
2023-09-22 22:59:22,870,110
2023-09-22 22:59:23,880,100
2023-09-22 22:59:24,889,91
2023-09-22 22:59:25,892,88
2023-09-22 22:59:26,897,83
2023-09-22 22:59:27,887,93
2023-09-22 22:59:28,887,93
2023-09-22 22:59:29,881,99
2023-09-22 22:59:30,879,101
2023-09-22 22:59:31,870,110
2023-09-22 22:59:32,872,108
2023-09-22 22:59:33,879,101
2023-09-22 22:59:34,870,110
2023-09-22 22:59:35,879,101
2023-09-22 22:59:36,886,94
2023-09-22 22:59:37,890,90
2023-09-22 22:59:38,892,88
2023-09-22 22:59:39,891,89
2023-09-22 22:59:40,892,88
2023-09-22 22:59:41,901,79
2023-09-22 22:59:42,895,85
2023-09-22 22:59:43,887,93
2023-09-22 22:59:44,891,89
2023-09-22 22:59:45,887,93
2023-09-22 22:59:46,879,101
2023-09-22 22:59:47,873,107
2023-09-22 22:59:48,863,117
2023-09-22 22:59:49,872,108
2023-09-22 22:59:50,867,113
